osm_id,osm_type,city,lat,lon,access,alt_name:es,alt_name:ja_rm,castle_type,fee,historic,historic:civilization,name,name:de,name:en,name:es,name:fr,name:it,name:ja,name:ja_kana,name:ja_rm,name:ko,name:nl,name:pt,name:th,name:zh,name:zh-Hans,name:zh-Hant,opening_hours,phone,start_date,tourism,website,wheelchair,wikidata,wikipedia,note,note:ja,source,source_ref,wikimedia_commons,KSJ2:ADS,KSJ2:AdminArea,KSJ2:PubFacAdmin,description,alt_name,operator,addr:city,addr:postcode,email,fax,addr:block_number,addr:housenumber,addr:neighbourhood,addr:province,addr:suburb,level,gambling,leisure,internet_access,attraction,advertising,animated,brand,brand:ja-Latn,brand:wikidata,contact:tripadvisor,lit,luminous,message,sides,support,visibility,ele,man_made,addr:quarter,contact:phone,contact:website,name:ja-Hira,short_name,reservation,amenity,cuisine,smoking,charge:adult,charge:child,level:ref,name:ja-Latn,addr:street,contact:instagram,contact:twitter,name:ru,url,memorial,contact:facebook,indoor,shop,inscription,check_date,payment:cash,payment:credit_cards,payment:debit_cards,alt_name:en,alt_name:ja,official_name:en,alt_name:ko,highway,sport,museum,addr:flats,addr:floor,changing_table,operator:type,toilets,toilets:wheelchair,int_name,building,building:levels,architect,architect:wikidata,building:architecture,contact:youtube,operator:wikidata,natural,water,bicycle,covered,surface,religion,internet_access:fee,air_conditioning,addr:country,addr:neighborhood,building:levels:underground,contact:fax,contact:tiktok,height,layer,name:tr,tower:type,bridge:structure,disused:amenity,end_date,locomotive:type,landuse,subject,subject:wikidata,fixme,roof:levels,old_name,source:ja,payment:cards,source:geometry,barrier,fee:child,cargo,ferry,public_transport,name:short,website:en,branch,area,not:name,operator:en,operator:ja,name:yue,short_name:en,type
4025269787,node,Osaka,34.7227057,135.4120510,,,,,,,,画廊喫茶「蜜」,,,,,,,,,,,,,,,,"Mo-Fr 07:00-17:00; Sa, PH 07:00-12:00",+81-6-6481-3629,,gallery,http://cafemitsu.blog.fc2.com/,limited,,,,,local knowledg,,,,,,,,,尼崎市東難波町5-7-9,,,,,,,,,0,,,wlan,,,,,,,,,,,,,,,,,,,がろうきっさ　みつ,,,cafe,coffee_shop,separated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4071775808,node,Osaka,34.6973382,135.5036525,,,,,,,,ギャラリー菊,,,,,,,,,,,,,,,,,,,gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4190281189,node,Osaka,34.6639801,135.5034923,,,,,,,,千日前道具屋筋店街,,Sennichimae Doguyasuji,,,,千日前道具屋筋店街,,,,,,,,,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4190308689,node,Osaka,34.6520901,135.5061908,,,,,,,,新世界,,Shinsekai,,,,,,,신세카이,,,,,,,,,,attraction,,,Q1049117,en:Shinsekai,,,,,Category:Shinsekai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4236954890,node,Osaka,34.6685828,135.5038166,,,,,,,,ドラゴンゲート,,Dragon Gate,,,,,,,,,,,,,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4325335299,node,Osaka,34.7053004,135.4901397,,,,,yes,,,空中庭園展望台,,Floating Garden Observatory,Umeda Sky Building,Observatoire du jardin flottant,Umeda Sky Building,,,,우메다 공중정원 전망대,,,,梅田藍天大廈,,,Mo-Su 09:30-22:30,,,viewpoint,,,,,"Go to 3rd floor, to take elevator to 39th floor. 3階へ移動し、エレベーターで39階へ移動します。",,,,,,,,"Concept attraction within circular observatory area, on top of the tall building. 高層ビルの屋上にある円形の展望台エリアのアトラクションをモチーフにしたコンセプチュアルガーデンです。",,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,くうちゅう ていえん てんぼうだい,,,,,,2000 JPY,500 JPY,39F,Kūchū teien tenbō-dai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4341704465,node,Osaka,34.6579868,135.5600848,,,,,,,,ビリーブムーン,,B.moon,,,,,,,,,,,,,,,,,gallery,,,,,,,survey 2015-08-07,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4417440996,node,Osaka,34.6687491,135.5043300,,,,,,,,,,Dōtombori Arcade,,,,,,,,,,,,,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4419665990,node,Osaka,34.7104664,135.5114334,,,,,,,,大阪くらしの今昔館,,Osaka Museum of Housing and Living,,,,大阪くらしの今昔館,,,오사카 주택박물관,,,,大阪生活今昔馆,,,We-Mo 10:00-17:00,,,museum,,,Q11439926,ja:大阪くらしの今昔館,,,,,Category:Osaka Museum of Housing and Living,,,,,,,,,,,4,20,天神橋六丁目,,,7;8;9,,,,,,,,,,,,,,,,,,,,,https://www.osaka-angenet.jp/konjyakukan/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4441763434,node,Osaka,34.7149245,135.4208108,,,,,,,,尼崎市立歴史博物館,,,,,,,,,,,,,,,,,,2020-10-10,museum,http://www.archives.city.amagasaki.hyogo.jp/museum/,,Q11464987,ja:尼崎市立歴史博物館,,,,,Category:Amagasaki City Museum of History,,,,,,尼崎市,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4586410090,node,Osaka,34.6720061,135.4988014,,,,,,,,アメリカ村,,American Village,,,,アメリカ村,あめりかむら,,아메리카무라,,,,美國村,,,,,,attraction,,limited,Q4745722,ja:アメリカ村,,,,,Category:Amerika-mura,,,,,Amerika-Mura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,あめりかむら,,,,,,,,,Amerikamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4586417789,node,Osaka,34.6687571,135.4954509,,,,,,,,湊町リバープレイス,,,,,,,,,,,,,,,,,,,viewpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4586417790,node,Osaka,34.6726167,135.5003673,,,,,,,,御堂筋銀杏,,,,,,御堂筋銀杏,,,,,,,,,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4586420089,node,Osaka,34.6742186,135.5013722,,,,,,,,心斎橋筋商店街,,Shinsaibashi Suji Shopping Street,,,,心斎橋筋商店街,,,홉슈크림,,,,,,,,,,attraction,https://shinsaibashi-noh.jp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4586420091,node,Osaka,34.6710156,135.4954996,,,,,,,,オレンジストリート,,orange street,,,,,,,,,,,,,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南堀江立花通,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4698067490,node,Osaka,34.6759714,135.5013854,,,,,,,,,,Shinsaibashi-suji Shopping Arcade,,,,,,,,,,,,,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4702930289,node,Osaka,34.7047450,135.5191215,,,,,,,,,,Kema Sakuranomiya Park,,,,,,,,,,,,,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4702930389,node,Osaka,34.6990598,135.5234091,,,,,,,,,,Kema Sakuranomiya Park,,,,,,,,,,,,,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4730583824,node,Osaka,34.6662150,135.4316903,,,,,,,,ジョーズ,,JAWS,,,,,,,,,,,,,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4755568882,node,Osaka,34.7065298,135.5055157,,,,,,,,イロリムラ,,,,,,,,,,,,,,,,,,,gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4794637923,node,Osaka,34.6809146,135.5006223,,,,,,,,芭蕉終焉の地,,,,,,芭蕉終焉の地,,,,,,,,,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4798455141,node,Osaka,34.6652575,135.4355877,,,,,,,,スペース・ファンタジー・ザ・ライド,,,,,,スペース・ファンタジー・ザ・ライド,,,,,,,,,,,,,attraction,,,Q7572345,ja:スペース・ファンタジー・ザ・ライド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4800578702,node,Osaka,34.7101102,135.4559560,,,,,,,,西淀川公害資料館,,,,,,,,,,,,,,,,Mo-Fr 10:00-17:00,,,museum,https://www.kcc-grp.com/,,,,,,,,,,,,西淀川・公害と環境資料館,,あおぞら財団,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4807613474,node,Osaka,34.6459798,135.5135227,,,,,yes,,,ハルカス300,,Harukas 300,,Harukas 300,,,,,,,,,Harukas 300觀覽台,,,Mo-Su 09:00-22:00,,,viewpoint,,,Q118213997,,,,,,,,,,,,,大阪市,545-0052,,,1,24,1丁目,大阪府,阿倍野区,57;58;59,,,,,,,,,,9606157,,,,,,,,,阿倍野筋,,https://www.abenoharukas-300.jp/observatory/index.html,,,,,,,2000 JPY,1200 JPY;700 JPY;500 JPY,,Harukas 300,,harukas300,harukas300_ob,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4807613479,node,Osaka,34.6458431,135.5131689,,,,,yes,,,あべのハルカス美術館,,Abeno Harukas Art Museum,,Musée d'art d'Abeno Harukas,,,,,,,,,,,,Tu-Fr 10:00-20:00; Sa-Mo 10:00-18:00; PH 10:00-18:00,,2014-03-22,museum,,,Q59536065,en:Abeno Harukas Art Museum,,,,,,,,,,,,大阪市,545-0052,,,1,24,1丁目,大阪府,阿倍野区,15,,,,,,,,,,6619977,,,,,,,,,阿倍野筋,+81 6-4399-9050,https://www.aham.jp/,あべのハルカスびじゅつかん,,,,,,,,16F,Abeno Harukasu Bijutsukan,,abeno_harukas_art_museum,harukas_museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4847269022,node,Osaka,34.6185207,135.4906490,,,,,,,,,,Onsen,,,,,,,,,,,,,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4847990721,node,Osaka,34.6551472,135.4299216,,,,,,,,天保山ハーバービレッジ,,Tempozan Harbor Village,,,,,,,,,,,,,,,,,attraction,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4849725626,node,Osaka,34.6687933,135.5014975,,,,,,,,,,Kani Doraku Crab,,,,,,,,,,,,,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4874425748,node,Osaka,34.6621107,135.5618809,,,,,,,,プリシラ工房,,,,,,,,,,,,,,,,,,,gallery,,,,,,,survey 2017-05-24,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4888173123,node,Osaka,34.6691362,135.5027051,,,,,,,,とんぼりリバークルーズ,,Tombori River Cruise,,,,,,,,,,ท่าขึ้นเรือ,,,,,,,attraction,https://www.ipponmatsu.co.jp/cruise/tombori.html,no,,,,,,,,,,,,道頓堀川遊覽船,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4888177821,node,Osaka,34.6691158,135.4999380,,,,,,,,道頓堀川遊覽船,,,,,,道頓堀川遊覽船,,,,,,,,,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4899903022,node,Osaka,34.6104698,135.4686278,,,,,,,,天然露天溫泉SPA住之江,,Spa Suminoe,,,,天然露天溫泉SPA住之江,,,,,,,,,,10:00-02:00,06-6685-1126,,attraction,http://www.spasuminoe.jp/,,,,,,,,,,,,,,,大阪市,559-0023,,,1,82,1,大阪府,住之江区,,,,,,,,,,,,,,,,,,,,泉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4900389800,node,Osaka,34.7016851,135.4966139,,,,,,,,水の時計,,Water Clock,,,,,,,,,,,,,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,fountain,,,,,,,,,,Графический фонтан,https://www.youtube.com/watch?v=9cFN_S8NflQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4920617728,node,Osaka,34.6826183,135.5208131,,,,,,,,大阪歴史博物館,,Osaka Museum of History,,Musée d'histoire d'Osaka,,大阪歴史博物館,,,오사카 역사박물관,Historisch museum Osaka,,,大阪歷史博物館,,,We-Mo 09:30-17:00,+81-6-6946-5728,,museum,https://www.osakamushis.jp/,yes,Q11261312,ja:大阪歴史博物館,,,,,Category:Osaka Museum of History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4920825524,node,Osaka,34.6383133,135.4148695,,,,,,,,大阪府咲洲庁舎展望台,,Observation Deck Cosmo Tower,,,,大阪府咲洲庁舎展望台,,,,,,,大阪府咲洲行政大樓展望台,,,,,,viewpoint,,,,,,,,,,,,,,さきしまコスモタワー展望台,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4921001151,node,Osaka,34.6674830,135.4314141,,,,,,,,ホグワーツ特急のフォト・オポチュニティ,,Hogwarts Express Photo,,,,,,,,,,,,,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4921001154,node,Osaka,34.6688375,135.4316302,,,,,,,,ハリーポッター・アンド・ザ・フォービドゥン・ジャーニー,,Harry Potter and The Forbidden Journey in 4K3D,Harry Potter and The Forbidden Journey in 4K3D,,,,,,,,,,哈利波特禁忌之旅,,,,,,attraction,,yes,Q2453087,en:Harry Potter and the Forbidden Journey,,,,,Category:Harry Potter and the Forbidden Journey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4921052703,node,Osaka,34.6641330,135.4333900,,,,,,,,フォーティセカンド・ストリート・スタジオ ～グリーティング・ギャラリー～,,42nd Street Studio: Greeting Gallery,,,,,,,,,,,,,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4921052714,node,Osaka,34.6667677,135.4297516,,,,,,,,ウォーターワールド,,Water World,Water World,,,,,,,,,,,,,,,,attraction,,,Q1207226,en:Water World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4921052719,node,Osaka,34.6643967,135.4306258,,,,,,,,ジュラシック・パーク・ザ・ライド,,Jurassic Park - The Ride,,,,,,,,,,,侏儸紀公園 - 乘船遊,,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4921054659,node,Osaka,34.6667609,135.4325632,,,,,,,,フライング・スヌーピー,,The Flying Snoopy,,,,,,,,,,,,,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4921054660,node,Osaka,34.6669573,135.4329387,,,,,,,,ハローキティのカップケーキ・ドリーム,,Hello Kitty's Cupcake Dream,,,,,,,,,,,,,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4921054661,node,Osaka,34.6674492,135.4329628,,,,,,,,ビッグバードのビッグトップ・サーカス,,Big Bird's Big Top Circus,,,,,,,,,,,,,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4921054662,node,Osaka,34.6675266,135.4332374,,,,,,,,エルモのリトル・ドライブ,,Elmo's Little Drive,,,,,,,,,,,,,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4921054664,node,Osaka,34.6672683,135.4326731,,,,,,,,ハローキティのリボン・コレクション,,Hello Kitty's Cupcake Dream,,,,,,,,,,,,,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4921054665,node,Osaka,34.6673621,135.4335509,,,,,,,,モッピーのバルーン・トリップ,,Moppy's Balloon Trip,,,,,,,,,,,,,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4921054666,node,Osaka,34.6672109,135.4333625,,,,,,,,エルモのゴーゴー・スケートボード,,Elmo's Go-GO Skateboard,,,,,,,,,,,,,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4921054667,node,Osaka,34.6673628,135.4340334,,,,,,,,セサミのビッグ・ドライブ,,Sesame's Big Drive,,,,,,,,,,,,,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4921054668,node,Osaka,34.6672992,135.4337326,,,,,,,,ウォーターガーデン,,Water Garden,,,,,,,,,,,,,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4921054670,node,Osaka,34.6675727,135.4336709,,,,,,,,クッキーモンスター・スライド,,Cookie Monster Slide,,,,,,,,,,,,,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4921054671,node,Osaka,34.6675044,135.4335905,,,,,,,,アビーのマジカル・ツリー,,Abby's Magical Tree,,,,,,,,,,,,,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4921054672,node,Osaka,34.6679147,135.4330245,,,,,,,,ビッグバードのビッグ・ネスト,,Big Bird's Big Nest,,,,,,,,,,,,,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4921054673,node,Osaka,34.6680647,135.4330406,,,,,,,,モッピーのラッキー・ダンス・パーティ,,Moppy's Lucky Dance Party,,,,,,,,,,,,,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4921054674,node,Osaka,34.6682029,135.4331362,,,,,,,,エルモのバブル・バブル,,Elmo's Bubble Bubble,,,,,,,,,,,,,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4921054675,node,Osaka,34.6681640,135.4335154,,,,,,,,グローバーのコンストラクション・カンパニー,,Grover's Construction Company,,,,,,,,,,,,,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
